Pincode,City,State,Delhivery,GATI,V-Xpress,Safexpress,Movin,DP World,Criticalog,Blue Dart,Baral,DTDC,Ethics,Ethics
629189,Thuckalay,Tamil Nadu,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-D,NSZ,NSZ
486892,Bargawan,Madhya Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
201202,Modinagar,Uttar Pradesh,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ
125133,Ratia,Haryana,ODA-A,ODA-A,ODA-D,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,ODA-D,NSZ,NSZ
473338,Ashok Nagar,Madhya Pradesh,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-4
742167,Baharampur,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
132106,Panipat,Haryana,ODA-A,NSZ,Serviceable,ODA-A,NSZ,ODA -A,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
415104,Karad,Maharashtra,ODA-A,NSZ,Serviceable,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
695512,Kallikkad,Kerala,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,Serviceable,NSZ,Regular
134118,Panchkula,Haryana,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,ODA-A,NSZ,ODA-B,NSZ,Regular
690106,Kayamkulam,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,NSZ,ODA-A,Serviceable,NSZ,NSZ,NSZ,NSZ
132140,Panipat,Haryana,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-1
691333,Punalur,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
304021,Tonk,Rajasthan,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-2
531161,Bheemunipatnam,Andhra Pradesh,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
503310,Yellareddy,Telangana,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
486001,Rewa,Madhya Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
518347,Adoni,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
605701,Thirukoilure,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
722178,Gangajalghati,West Bengal,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
572104,Tumkur,Karnataka,ODA-A,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,ODA-B,NSZ,ODA-1
523189,Chirala,Andhra Pradesh,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA-D,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-4
331023,Rajgarh,Rajasthan,ODA-A,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
690569,Chavara,Kerala,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
576105,Manipal,Karnataka,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,ODA-1
591201,Chikodi,Karnataka,Serviceable,ODA-B,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
794115,Garobadha,Meghalaya,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
476115,Morena,Madhya Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
283122,Kirauli,Uttar Pradesh,ODA-A,ODA-A,ODA-A,Serviceable,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
274305,Kaptanganj,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
754032,Narasinghpur,Odisha,Serviceable,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
144622,Begowal,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,NSZ,NSZ,Regular
125003,Hisar,Haryana,Serviceable,NSZ,Serviceable,Serviceable,NSZ,NSZ,NSZ,Serviceable,NSZ,ODA-C,NSZ,NSZ
201002,Ghaziabad,Uttar Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
224120,Rudauli,Uttar Pradesh,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
493441,Mahasamund,Chhattisgarh,ODA-A,ODA-A,ODA-B,ODA-A,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
182221,Udhampur Division,Jammu & Kashmir,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
835228,Simdega,Jharkhand,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
484661,Umaria,Madhya Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
584132,Sindhanur,Karnataka,ODA-A,ODA-A,ODA-D,ODA-A,NSZ,ODA-D,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-4
143410,Goindwal,Punjab,Serviceable,NSZ,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
800003,Patna,Bihar,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
284125,Talbahat,Uttar Pradesh,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
623530,Ramanathapuram,Tamil Nadu,Serviceable,ODA-B,ODA-C,Serviceable,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
131103,Sonipat,Haryana,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,ODA-A,NSZ,Regular
516431,Proddatur,Andhra Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
575001,Mangalore,Karnataka,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
462022,Bhopal,Madhya Pradesh,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
530031,Visakhapatnam,Andhra Pradesh,Serviceable,ODA-A,Serviceable,Serviceable,ODA-A,DIRECT,Serviceable,ODA-A,NSZ,ODA-A,NSZ,Regular
274301,Kaptanganj,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
689659,Pathanamthitta,Kerala,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
243725,Aonla,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
689541,Chengannur,Kerala,Serviceable,Serviceable,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
732141,Malda,West Bengal,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
391346,Vadodara,Gujarat,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,ODA-B,NSZ,Regular
623566,Ramanathapuram,Tamil Nadu,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
388510,Borsad,Gujarat,Serviceable,NSZ,ODA-A,ODA-A,NSZ,DIRECT,NSZ,Serviceable,NSZ,ODA-B,NSZ,Regular
206126,Etawah,Uttar Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
585414,Humnabad,Karnataka,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
160027,Chandigarh,Chandigarh,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,NSZ,Serviceable,NSZ,Serviceable,NSZ,Regular
638211,Tiruchengode,Tamil Nadu,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
678508,Nallepilly,Kerala,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-3
148031,Sunam,Punjab,Serviceable,NSZ,ODA-B,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,ODA-C,NSZ,NSZ
673522,Vadakara,Kerala,ODA-A,NSZ,ODA-A,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
623106,Kadpadi,Tamil Nadu,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -C,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-3
533004,Kakinada,Andhra Pradesh,Serviceable,Serviceable,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,Serviceable,NSZ,ODA-D,NSZ,ODA-1
209112,Pukhrayan,Uttar Pradesh,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
506252,Ghanpur,Telangana,ODA-A,ODA-B,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
638055,Kunnathur,Tamil Nadu,Serviceable,NSZ,ODA-A,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-1
466331,Nasrullaganj,Madhya Pradesh,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
250341,Meerut,Uttar Pradesh,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
484770,Jaisinghnagar,Madhya Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
500083,Hyderabad,Telangana,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,Regular
403107,Goa,Goa,Serviceable,ODA-A,Serviceable,ODA-A,Serviceable,ODA -A,Serviceable,Serviceable,NSZ,ODA-A,NSZ,ODA-1
610114,Mannargudi,Tamil Nadu,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
524411,Vidyanagar,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,ODA-D,NSZ,NSZ
144411,Phagwara,Punjab,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,Serviceable,Serviceable,NSZ,ODA-C,NSZ,Regular
388325,Anand,Gujarat,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,ODA -A,ODA-A,Serviceable,NSZ,ODA-B,NSZ,Regular
208013,Kanpur,Uttar Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
273403,Kauriram,Uttar Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
782485,Hojai,Assam,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
502114,Siddipet,Telangana,ODA-A,ODA-A,ODA-A,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
794106,Guwahati,Assam,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
466116,Ashta,Madhya Pradesh,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
829202,Balumath,Jharkhand,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
273209,Gorakhpur,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,DIRECT,ODA-A,ODA-A,NSZ,NSZ,NSZ,Regular
370030,Bhuj,Gujarat,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
686508,Parakkadavu,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
734214,Darjeeling,West Bengal,ODA-A,ODA-B,NSZ,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
231213,Robertsganj,Uttar Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
680582,Shoranur,Kerala,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
323301,Keshoraipatan,Rajasthan,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
243727,Anupshahar,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
364515,Savarkundla,Gujarat,ODA-A,Serviceable,ODA-D,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
751004,Bhubaneshwar,Odisha,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
413109,Walchandnagar,Maharashtra,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
390020,Vadodara,Gujarat,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
360055,Jasdan,Gujarat,Serviceable,ODA-A,ODA-B,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
695522,Thiruvananthapuram,Kerala,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,ODA-A,NSZ,Serviceable,NSZ,Regular
560039,Bangalore,Karnataka,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
854357,Forbesganj,Bihar,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
412207,Pune,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
140116,Anandpur Sahib,Punjab,ODA-A,ODA-A,ODA-B,ODA-A,ODA-A,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
144505,Nawanshahr,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-C,NSZ,ODA-1
283136,Firozabad,Uttar Pradesh,Serviceable,NSZ,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
486226,Sohagi,Madhya Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-3
326518,Ramganj Mandi,Rajasthan,Serviceable,NSZ,ODA-D,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
793002,Shillong,Meghalaya,Serviceable,Serviceable,NSZ,ODA-A,NSZ,ODA -C,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-3
570013,Mysore,Karnataka,Serviceable,NSZ,ODA-A,Serviceable,NSZ,DIRECT,NSZ,Serviceable,NSZ,NSZ,NSZ,Regular
230132,Lalganj Ajhara,Uttar Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
229128,Salon,Uttar Pradesh,ODA-A,NSZ,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
670511,Alakode,Kerala,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA-D,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-4
700000,Titagarh,West Bengal,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
742225,Raghunathganj,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
413302,Pandharpur,Maharashtra,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
230305,Pratapgarh,Uttar Pradesh,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
521326,Kaikaluru,Andhra Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
630609,Sivaganga,Tamil Nadu,ODA-A,ODA-B,ODA-B,ODA-A,ODA-A,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
521125,Avanigadda,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
851131,Begusarai,Bihar,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,DIRECT,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
742304,Domkal,West Bengal,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
841501,Kuchaikote,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
125122,Barwala,Haryana,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
394211,Surat,Gujarat,ODA-A,NSZ,NSZ,Serviceable,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,Regular
636015,Salem,Tamil Nadu,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
534324,Penugonda,Andhra Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
229316,Raebareli,Uttar Pradesh,ODA-A,Serviceable,ODA-A,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
422002,Nashik,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
363415,Limbdi,Gujarat,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
332710,Renwal,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
785678,Nazira,Assam,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
532203,Tekkali,Andhra Pradesh,Serviceable,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
502107,Siddipet,Telangana,ODA-A,NSZ,ODA-B,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
486331,Deotalab,Madhya Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
131302,Gohana,Haryana,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
829106,Patratu,Jharkhand,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
700160,Kolkata,West Bengal,ODA-A,NSZ,Serviceable,ODA-A,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,ODA-B,NSZ,Regular
391750,Vadodara,Gujarat,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,Regular
628722,Vilathikulam,Tamil Nadu,ODA-A,ODA-B,ODA-A,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
731126,Suri,West Bengal,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
275105,Ghosi,Uttar Pradesh,ODA-A,ODA-A,ODA-A,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
689668,Pathanamthitta,Kerala,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
642207,Udumalaipettai,Tamil Nadu,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
394520,Surat,Gujarat,Serviceable,ODA-A,Serviceable,Serviceable,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
796441,Mamit,Mizoram,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
181102,Rs Pura,Jammu & Kashmir,Serviceable,ODA-A,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA-1
490025,Durg,Chhattisgarh,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,ODA-B,NSZ,ODA-1
403407,Goa,Goa,Serviceable,NSZ,NSZ,ODA-A,Serviceable,DIRECT,NSZ,Serviceable,NSZ,NSZ,NSZ,Regular
530010,Visakhapatnam,Andhra Pradesh,ODA-A,NSZ,NSZ,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,NSZ,NSZ,Regular
671125,Kasaragod,Kerala,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
441920,Umred,Maharashtra,ODA-A,Serviceable,NSZ,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
673032,Kozhikode,Kerala,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
637103,Sankari,Tamil Nadu,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-2
586122,Bijapur,Karnataka,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA-D,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-4
210204,Chitrakoot,Uttar Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
768103,Kadobahal,Odisha,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
770011,Sundargarh,Odisha,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
413132,Indapur,Maharashtra,Serviceable,ODA-A,ODA-B,ODA-A,ODA-A,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
224212,Tanda,Uttar Pradesh,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
411107,Pune,Maharashtra,ODA-A,NSZ,NSZ,ODA-A,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,Regular
625528,Theni,Tamil Nadu,Serviceable,ODA-B,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
847422,Benipur,Bihar,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
641107,Annur,Tamil Nadu,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,Regular
394730,Vansda,Gujarat,ODA-A,ODA-B,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
815351,Jamtara,Jharkhand,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
504313,Jainoor,Telangana,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
175134,Nagwain,Himachal Pradesh,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,ODA-D,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-4
670346,Kannur,Kerala,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
